STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP
"18399",-37.88841900,56-Kean St/Glenhuntly Rd (Caulfield),145.03343300,"1","67"
"18412",-37.91422200,68-East Brighton/Hawthorn Rd (Brighton East),145.01689000,"1","64"
"18413",-37.91109400,67-Howell St/Hawthorn Rd (Brighton East),145.01739500,"1","64"
"18414",-37.90873000,66-Union St/Hawthorn Rd (Brighton East),145.01776500,"1","64"
"18415",-37.90657400,65-Davey Ave/Hawthorn Rd (Brighton East),145.01814100,"1","64"
"18416",-37.90409400,64-Taylor St/Hawthorn Rd (Brighton East),145.01859500,"1","64"
"18417",-37.90157000,63-North Rd/Hawthorn Rd (Brighton East),145.01907200,"1","64"
"18418",-37.89949600,62-Gardenvale Rd/Hawthorn Rd (Caulfield South),145.01952500,"1","64"
"18419",-37.89670200,61-Raynes St/Hawthorn Rd (Caulfield South),145.02006700,"1","64"
"18420",-37.89505800,60-Dover St/Hawthorn Rd (Caulfield South),145.02037200,"1","64"
"18421",-37.89313500,59-Princes Park/Hawthorn Rd (Caulfield South),145.02068500,"1","64"
"18422",-37.88993800,58-Sycamore St/Hawthorn Rd (Caulfield South),145.02132800,"1","64"
"18423",-37.88708100,57-Glenhuntly Rd/Hawthorn Rd (Caulfield South),145.02184800,"1","64"
"18424",-37.88458400,56-Lockhart St/Hawthorn Rd (Caulfield),145.02234700,"1","64"
"18425",-37.88258000,55-Sylverly Gr/Hawthorn Rd (Caulfield),145.02271900,"1","64"
"18512",-37.77245200,34-Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),144.92402400,"1","82"
"18513",-37.77234000,35-Moore St/Maribyrnong Rd (Moonee Ponds),144.92123400,"1","82"
"18514",-37.77202600,36-Bayview Tce/Maribyrnong Rd (Moonee Ponds),144.91825700,"1","82"
"18515",-37.77181200,37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.91632200,"1","82"
"18516",-37.77141500,38-Ferguson St/Maribyrnong Rd (Ascot Vale),144.91275700,"1","82,57"
"18517",-37.77102700,39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.90918000,"1","82,57"
"18518",-37.77063100,40-Epsom Rd/Maribyrnong Rd (Ascot Vale),144.90567200,"1","82,57"
"18519",-37.77187000,37-Maribyrnong Rd/Union Rd (Ascot Vale),144.91607000,"1","57"
"18520",-37.77370300,36-St Leonards Rd/Union Rd (Ascot Vale),144.91578000,"1","57"
"18521",-37.77610300,35-Munro St/Union Rd (Ascot Vale),144.91539500,"1","57"
"18522",-37.77862700,34-Burrowes St/Union Rd (Ascot Vale),144.91494900,"1","57"
"18524",-37.78266800,32-Sandown Rd/Epsom Rd (Ascot Vale),144.91667500,"1","57"
"18525",-37.78442500,31-Racing Victoria/400 Epsom Rd (Flemington),144.91820400,"1","57"
"18526",-37.78591300,30-Flemington Racecourse/Epsom Rd (Flemington),144.91978600,"1","57"
"18527",-37.78744600,29-Flemington Racecourse/Racecourse Rd (Flemington),144.92188900,"1","57"
"18528",-37.78774100,28-Smithfield Rd/Racecourse Rd (Flemington),144.92534500,"1","57"
"1083",-37.76969900,42-Clyde St/Raleigh Rd (Maribyrnong),144.89884100,"1","82,57"
"13995",-37.76889100,44-Barb St/Raleigh Rd (Maribyrnong),144.89198500,"1","82,57"
"15559",-37.76862900,45-Randall St/Raleigh Rd (Maribyrnong),144.88893800,"1","82,57"
"17917",-37.76888700,46-Rosamond Rd/Raleigh Rd (Maribyrnong),144.88672900,"1","82,57"
"17918",-37.76963700,48-Raleigh Rd/Wests Rd (Maribyrnong),144.88281300,"1","82"
"17919",-37.77310400,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),144.88218100,"1","82"
"17920",-37.77521200,50-Wests Rd/Williamson Rd (Maribyrnong),144.88214300,"1","82"
"17921",-37.77604000,51-Williamson Rd/Rosamond Rd (Maidstone),144.88557100,"1","82"
"17922",-37.77933200,52-Rosamond Rd/River St (Maribyrnong),144.88575000,"1","82"
"17923",-37.77959400,53-Maribyrnong College/River St (Maribyrnong),144.88778600,"1","82"
"17924",-37.78000200,54-Gordon St/River St (Maribyrnong),144.89093100,"1","82"
"17925",-37.78224100,55-Lyric St/Gordon St (Maribyrnong),144.89115100,"1","82"
"17926",-37.78489800,56-Edgewater Square/Gordon St (Maribyrnong),144.89059900,"1","82"
"17927",-37.78864400,57-Titch St/Gordon St (Footscray),144.88992400,"1","82"
"17928",-37.79047600,58-Ballarat Rd/Gordon St (Footscray),144.88955400,"1","82"
"17929",-37.79258400,59-Droop St/Ballarat Rd (Footscray),144.89357100,"1","82"
"17930",-37.79489000,60-Tiernan St/Droop St (Footscray),144.89551600,"1","82"
"17931",-37.79679300,61-Geelong Rd/Droop St (Footscray),144.89713100,"1","82"
"17932",-37.79984100,62-Nicholson St/Hopkins St (Footscray),144.89973600,"1","82"
"17933",-37.80008100,63-Footscray Market/Leeds St (Footscray),144.90105800,"1","82"
"17934",-37.80136700,64-Footscray Station/Leeds St (Footscray),144.90092000,"1","82"
"17935",-37.77043200,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),144.90512100,"1","82,57"
"17936",-37.77086200,39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.90900300,"1","82,57"
"17937",-37.77123600,38-Hotham St/Maribyrnong Rd (Moonee Ponds),144.91233000,"1","82,57"
"17938",-37.77164400,37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.91599700,"1","82,57"
"17939",-37.77189100,36-86 Maribyrnong Rd (Moonee Ponds),144.91829500,"1","82"
"17940",-37.77221200,35-Moore St/Maribyrnong Rd (Moonee Ponds),144.92113500,"1","82"
"17941",-37.77247400,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),144.92370500,"1","82"
"17942",-37.77005100,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),144.92428400,"1","82"
"17944",-37.76885600,49-Central Park Ave/Cordite Ave (Maribyrnong),144.87797700,"1","57"
"17945",-37.77357100,36-St Leonards Rd/Union Rd (Ascot Vale),144.91594300,"1","57"
"17946",-37.77588900,35-Bloomfield Rd/Union Rd (Ascot Vale),144.91556000,"1","57"
"17947",-37.77853300,34-Burrowes St/Union Rd (Ascot Vale),144.91522500,"1","57"
"17948",-37.78035500,33-Melbourne Showgrounds/Union Rd (Ascot Vale),144.91478700,"1","57"
"17949",-37.78258700,32-Sandown Rd/Epsom Rd (Ascot Vale),144.91671200,"1","57"
"17950",-37.78401800,31-Racing Victoria/161 Epsom Rd (Ascot Vale),144.91812500,"1","57"
"17951",-37.78604300,30-Flemington Racecourse/Epsom Rd (Ascot Vale),144.91998700,"1","57"
"17952",-37.78734900,29-Flemington Racecourse/Racecourse Rd (Flemington),144.92200600,"1","57"
"17953",-37.78762600,28-Smithfield Rd/Racecourse Rd (Flemington),144.92495000,"1","57"
"18485",-37.77029700,41-Maribyrnong Park/Maribyrnong Rd (Ascot Vale),144.90257100,"1","82,57"
"18486",-37.76982900,42-Clyde St/Raleigh Rd (Maribyrnong),144.89908700,"1","82,57"
"18487",-37.76950600,43-Van Ness Ave/Raleigh Rd (Maribyrnong),144.89612200,"1","82,57"
"18488",-37.76905700,44-Warrs Rd/Raleigh Rd (Maribyrnong),144.89218400,"1","82,57"
"18489",-37.76873900,45-Maribyrnong Community Centre/Raleigh Rd (Maribyrnong),144.88954800,"1","82,57"
"18490",-37.76900300,46-Rosamond Rd/Raleigh Rd (Maribyrnong),144.88715700,"1","82,57"
"18491",-37.76940300,48-Wests Rd/Raleigh Rd (Maribyrnong),144.88331900,"1","82,57"
"18492",-37.77328600,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),144.88226600,"1","82"
"18493",-37.77493000,50-Williamson Rd/Wests Rd (Maribyrnong),144.88199200,"1","82"
"18494",-37.77629300,51-Williamson Rd/Rosamond Rd (Maidstone),144.88564300,"1","82"
"18495",-37.77850200,52-River St/Rosamond Rd (Maribyrnong),144.88520600,"1","82"
"18496",-37.77954500,53-Maribyrnong College/River St (Maribyrnong),144.88809400,"1","82"
"18497",-37.77991700,54-Gordon St/River St (Maribyrnong),144.89124000,"1","82"
"18498",-37.78211800,55-Lyric St/Gordon St (Maribyrnong),144.89134800,"1","82"
"18499",-37.78444400,56-Edgewater Square/Gordon St (Maribyrnong),144.89087300,"1","82"
"18500",-37.78880000,57-Titch St/Gordon St (Footscray),144.89006800,"1","82"
"18501",-37.79055100,58-Ballarat Rd/Gordon St (Footscray),144.88972300,"1","82"
"18505",-37.79231300,59-Droop St/Ballarat Rd (Footscray),144.89351100,"1","82"
"18506",-37.79461900,60-Tiernan St/Droop St (Footscray),144.89548900,"1","82"
"18507",-37.79613800,61-Geelong Rd/Droop St (Footscray),144.89676400,"1","82"
"18508",-37.79927600,62-Nicholson St/Droop St (Footscray),144.89941200,"1","82"
"18509",-37.79985300,63-Leeds St/Hopkins St (Footscray),144.90091700,"1","82"
"18511",-37.77005300,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),144.92444300,"1","82"
"20774",-37.73747700,52-Hoffmans Rd/Keilor Rd (Essendon),144.89254700,"1","59"
"20775",-37.75793200,37-Buckley St/Pascoe Vale Rd (Essendon),144.92646100,"1","59"
"21196",-37.73859900,51-Bradshaw St/Keilor Rd (Essendon),144.89582900,"1","59"
"22305",-37.73723100,52-Treadwell Rd/Keilor Rd (Niddrie),144.89235000,"1","59"
"22320",-37.76931500,48-Wests Rd/Cordite Ave (Maribyrnong),144.88242500,"1","57"
"19267",-37.77243100,30-Ormond Rd/Mt Alexander Rd (Moonee Ponds),144.92690800,"1","59"
"19268",-37.77059900,31-Montgomery St/Mt Alexander Rd (Moonee Ponds),144.92623300,"1","59"
"19269",-37.76693500,32-Moonee Ponds Junction/Pascoe Vale Rd (Moonee Ponds),144.92491600,"1","82,59"
"19270",-37.76431300,34-Moonee Valley Civic Centre/Pascoe Vale Rd (Moonee Ponds),144.92545500,"1","59"
"19271",-37.76252600,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),144.92581100,"1","59"
"19272",-37.75974000,36-Salisbury St/Pascoe Vale Rd (Moonee Ponds),144.92628600,"1","59"
"19274",-37.75581200,38-Pascoe Vale Rd/Fletcher St (Essendon),144.92581700,"1","59"
"19275",-37.75547000,39-Hoddle St/Fletcher St (Essendon),144.92276200,"1","59"
"19276",-37.75517200,40-Nicholson St/Fletcher St (Essendon),144.92020500,"1","59"
"19277",-37.75492800,41-Fletcher St/Napier St (Essendon),144.91760100,"1","59"
"19376",-37.75266300,42-Grice Cres/Mt Alexander Rd (Essendon),144.91589400,"1","59"
"19467",-37.75022700,43-Brewster St/Mt Alexander Rd (Essendon),144.91422600,"1","59"
"19468",-37.74810100,44-Thorn St/Mt Alexander Rd (Essendon),144.91275400,"1","59"
"19469",-37.74648600,45-Glass St/Mt Alexander Rd (Essendon),144.91163000,"1","59"
"19470",-37.74395200,47-Mt Alexander Rd/Keilor Rd (Essendon),144.90894400,"1","59"
"19471",-37.74268800,48-Service St/Keilor Rd (Essendon North),144.90576800,"1","59"
"19472",-37.74150100,49-Essendon North PS/Keilor Rd (Essendon North),144.90288500,"1","59"
"19473",-37.74003200,50-Cooper St/Keilor Rd (Essendon North),144.89935100,"1","59"
"19475",-37.73525800,53-Keilor Rd/Matthews Ave (Niddrie),144.88936500,"1","59"
"19477",-37.73235500,54-Fullarton Rd/Matthews Ave (Niddrie),144.88983300,"1","59"
"19478",-37.72991200,55-Cameron St/Matthews Ave (Airport West),144.89025400,"1","59"
"19479",-37.72732400,56-Earl St/Matthews Ave (Airport West),144.89066800,"1","59"
"19480",-37.72306500,57-Hawker St/Matthews Ave (Airport West),144.89139000,"1","59"
"19481",-37.71837300,58-Marshall Rd/Matthews Ave (Airport West),144.89207900,"1","59"
"19482",-37.71384000,59-Airport West/Matthews Ave (Airport West),144.89056200,"1","59"
"19605",-37.77300800,30-Maribyrnong Rd/Mt Alexander Rd (Ascot Vale),144.92694900,"1","59"
"19606",-37.77068600,31-Montgomery St/Mt Alexander Rd (Moonee Ponds),144.92607100,"1","59"
"19608",-37.76665300,32-Moonee Ponds Junction/Pascoe Vale Rd (Moonee Ponds),144.92481000,"1","82,59"
"19609",-37.76400500,34-Moonee Valley Civic Centre/Pascoe Vale Rd (Moonee Ponds),144.92536100,"1","59"
"19623",-37.76270200,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),144.92559000,"1","59"
"19624",-37.75986300,36-Murray St/Pascoe Vale Rd (Moonee Ponds),144.92607800,"1","59"
"19625",-37.75825500,37-Buckley St/Pascoe Vale Rd (Moonee Ponds),144.92635000,"1","59"
"19626",-37.75611300,38-Fletcher St/Pascoe Vale Rd (Essendon),144.92603600,"1","59"
"19627",-37.75569300,39-Hoddle St/Fletcher St (Essendon),144.92316400,"1","59"
"19628",-37.75545600,40-Nicholson St/Fletcher St (Essendon),144.92095800,"1","59"
"19657",-37.75487900,41-Fletcher St/Napier St (Essendon),144.91738700,"1","59"
"19658",-37.75249600,42-Shamrock St/Mt Alexander Rd (Essendon),144.91564900,"1","59"
"19659",-37.75066200,43-Thistle St/Mt Alexander Rd (Essendon),144.91436100,"1","59"
"19660",-37.74835500,44-Thorn St/Mt Alexander Rd (Essendon),144.91280300,"1","59"
"19661",-37.74638400,45-Leake St/Mt Alexander Rd (Essendon),144.91146300,"1","59"
"19662",-37.74477000,46-Lincoln Rd/Mt Alexander Rd (Essendon),144.91035100,"1","59"
"19663",-37.74416200,47-Mt Alexander Rd/Keilor Rd (Essendon),144.90909700,"1","59"
"19664",-37.74282100,48-Service St/Keilor Rd (Essendon),144.90569600,"1","59"
"19665",-37.74168300,49-Essendon North Primary School/Keilor Rd (Essendon North),144.90297000,"1","59"
"19666",-37.74020400,50-Cooper St/Keilor Rd (Essendon),144.89941500,"1","59"
"19667",-37.73877200,51-Bradshaw St/Keilor Rd (Essendon),144.89592600,"1","59"
"19669",-37.73655200,53A-Matthews Ave/Keilor Rd (Essendon),144.89016800,"1","59"
"19670",-37.73495900,53-Keilor Rd/Matthews Ave (Niddrie),144.88931600,"1","59"
"19671",-37.73237100,54-Fullarton Rd/Matthews Ave (Airport West),144.88969600,"1","59"
"19672",-37.72996300,55-Cameron St/Matthews Ave (Airport West),144.89012800,"1","59"
"19673",-37.72720500,56-Earl St/Matthews Ave (Airport West),144.89060300,"1","59"
"19674",-37.72311700,57-Hawker St/Matthews Ave (Airport West),144.89128600,"1","59"
"19675",-37.71841600,58-Marshall Rd/Matthews Ave (Airport West),144.89197500,"1","59"
"992",-37.77008000,41-Maribyrnong Park/Maribyrnong Rd (Ascot Vale),144.90205500,"1","82,57"
"4945",-37.76931800,43-Van Ness Ave/Raleigh Rd (Maribyrnong),144.89567300,"1","82,57"
"18730",-37.74435900,134-Merribell Ave/Nicholson St (Coburg),144.97772800,"1","1"
"18721",-37.75688000,129-Moreland Rd/Holmes St (Brunswick),144.97475400,"1","6,1"
"18722",-37.75620600,130-Barrow St/Moreland Rd (Coburg),144.97015300,"1","6"
"18723",-37.75581000,131-De Carle St/Moreland Rd (Coburg),144.96652000,"1","6"
"18724",-37.75556400,132-Sydney Rd/Moreland Rd (Coburg),144.96427900,"1","6"
"18725",-37.75526000,133-Moreland Station/Moreland Rd (Coburg),144.96238100,"1","6"
"18726",-37.75356600,130-The Avenue/Nicholson St (Coburg),144.97594500,"1","1"
"16716",-37.74874000,31-Reynard St/Sydney Rd (Coburg),144.96520400,"1","19"
"16719",-37.75564000,28-Moreland Rd/Sydney Rd (Brunswick),144.96401600,"1","19"
"17316",-37.75186100,30-The Avenue/Sydney Rd (Coburg),144.96484600,"1","19"
"17317",-37.75350500,29-Moore St/Sydney Rd (Coburg),144.96455100,"1","19"
"17318",-37.75531100,28-Moreland Rd/Sydney Rd (Coburg),144.96425200,"1","19"
"18727",-37.75134000,131-Rennie St/Nicholson St (Coburg),144.97650500,"1","1"
"18728",-37.74941800,132-Crozier St/Nicholson St (Coburg),144.97684100,"1","1"
"18729",-37.74637100,133-Harding St/Nicholson St (Coburg),144.97731000,"1","1"
"21961",-37.75350200,29-Moore St/Sydney Rd (Coburg),144.96441500,"1","19"
"19357",-37.75654100,129-Moreland Rd/Nicholson St (Coburg),144.97497900,"1","1"
"19358",-37.75657100,129-Moreland Rd/Holmes St (Brunswick),144.97462600,"1","6"
"19359",-37.75605800,130-Barrow St/Moreland Rd (Coburg),144.96997500,"1","6"
"19361",-37.75534000,132-Sydney Rd/Moreland Rd (Coburg),144.96385400,"1","6"
"19363",-37.75337200,130-The Avenue/Nicholson St (Coburg),144.97618900,"1","1"
"19364",-37.75121700,131-Rennie St/Nicholson St (Coburg),144.97667900,"1","1"
"19365",-37.74939300,132-Crozier St/Nicholson St (Coburg),144.97699000,"1","1"
"19366",-37.74605900,133-Harding St/Nicholson St (Coburg),144.97752300,"1","1"
"19367",-37.74437100,134-Merribell Ave/Nicholson St (Coburg),144.97788700,"1","1"
"19368",-37.74286100,135-Bell St/Nicholson St (Coburg),144.97813200,"1","1"
"6103",-37.75198300,42-Dundas St/Plenty Rd (Preston),145.00200200,"1","86"
"6104",-37.75455000,41-Collins St/High St (Thornbury),145.00136600,"1","86"
"6105",-37.75669800,40-Mansfield St/High St (Thornbury),145.00104700,"1","86"
"4161",-37.75541400,33-Hutton St/St Georges Rd (Thornbury),144.99393100,"1","11"
"4162",-37.75203300,34-Miller St/St Georges Rd (Preston),144.99488500,"1","11"
"4163",-37.75144100,36-Bracken Ave/Miller St (Thornbury),144.99131400,"1","11"
"4164",-37.75031200,37-Miller St/Gilbert Rd (Preston),144.98804200,"1","11"
"4165",-37.74808300,38-Oakover Rd/Gilbert Rd (Preston),144.98837500,"1","11"
"4166",-37.74563900,39-Latona Ave/Gilbert Rd (Preston),144.98880400,"1","11"
"4167",-37.74407500,40-Bell St/Gilbert Rd (Preston),144.98902800,"1","11"
"4168",-37.74131600,41-Bruce St/Gilbert Rd (Preston),144.98950000,"1","11"
"4169",-37.73909600,42-Cramer St/Gilbert Rd (Preston),144.98983200,"1","11"
"4170",-37.73671500,43-Murray Rd/Gilbert Rd (Preston),144.99021400,"1","11"
"4171",-37.73454000,44-Cooper St/Gilbert Rd (Preston),144.99059100,"1","11"
"4172",-37.73299400,45-Jacka St/Gilbert Rd (Preston),144.99084800,"1","11"
"4173",-37.73005600,46-McNamara St/Gilbert Rd (Preston),144.99135900,"1","11"
"4195",-37.73447000,51-Wood St/Plenty Rd (Preston),145.01354800,"1","86"
"4196",-37.73683900,50-Sylvester Gr/Plenty Rd (Preston),145.01241800,"1","86"
"4197",-37.73889400,49-Murray Rd/Plenty Rd (Preston),145.01136500,"1","86"
"4198",-37.74115300,48-Gower St/Plenty Rd (Preston),145.00959100,"1","86"
"4199",-37.74320700,47-David St/Plenty Rd (Preston),145.00795800,"1","86"
"4201",-37.74576000,45-Bell St/Plenty Rd (Preston),145.00599400,"1","86"
"4202",-37.74706100,44-Seymour St/Plenty Rd (Preston),145.00512000,"1","86"
"4203",-37.74918200,43-Raglan St/Plenty Rd (Preston),145.00370100,"1","86"
"4204",-37.75246200,42-Miller St/High St (Thornbury),145.00153600,"1","86"
"4205",-37.75435800,41-Blythe St/High St (Thornbury),145.00123500,"1","86"
"4206",-37.75672100,40-Mansfield St/High St (Thornbury),145.00083100,"1","86"
"4471",-37.75512100,33-Hutton St/St Georges Rd (Thornbury),144.99418800,"1","11"
"4472",-37.75226800,34-Miller St/St Georges Rd (Preston),144.99492400,"1","11"
"4473",-37.75126300,36-Devon St/Miller St (Preston),144.99094400,"1","11"
"4474",-37.75164400,35-St Georges Rd/Miller St (Preston),144.99479300,"1","11"
"4475",-37.75060200,37-Miller St/Gilbert Rd (Preston),144.98812500,"1","11"
"4476",-37.74823000,38-Oakover Rd/Gilbert Rd (Preston),144.98854100,"1","11"
"4477",-37.74562400,39-Latona Ave/Gilbert Rd (Preston),144.98896300,"1","11"
"4478",-37.74353800,40-Bell St/Gilbert Rd (Preston),144.98924700,"1","11"
"4479",-37.74096000,41-Bruce St/Gilbert Rd (Preston),144.98971400,"1","11"
"4480",-37.73891000,42-Cramer St/Gilbert Rd (Preston),144.99003000,"1","11"
"4481",-37.73646600,43-Murray Rd/Gilbert Rd (Preston),144.99041400,"1","11"
"4482",-37.73460600,44-Cooper St/Gilbert Rd (Preston),144.99073700,"1","11"
"4483",-37.73276400,45-Jacka St/Gilbert Rd (Preston),144.99105900,"1","11"
"4484",-37.72918600,47-West Preston/Gilbert Rd (Preston),144.99158700,"1","11"
"4503",-37.73099400,52-Tyler St/Plenty Rd (Preston),145.01476500,"1,2","86"
"4504",-37.73432100,51-Wood St/Plenty Rd (Preston),145.01382500,"1","86"
"4505",-37.73686800,50-Sylvester Gr/Plenty Rd (Preston),145.01256500,"1","86"
"4506",-37.73871000,49-Murray Rd/Plenty Rd (Preston),145.01167600,"1","86"
"4507",-37.74077400,48-Gower St/Plenty Rd (Preston),145.01008900,"1","86"
"4508",-37.74288200,47-David St/Plenty Rd (Preston),145.00844400,"1","86"
"4510",-37.74533700,45-Bell St/Plenty Rd (Preston),145.00652800,"1","86"
"4511",-37.74687700,44-Osborne Gr/Plenty Rd (Preston),145.00542000,"1","86"
"4512",-37.74888200,43-Raglan St/Plenty Rd (Preston),145.00409500,"1","86"
"18566",-37.79464800,51-Balwyn Rd/Doncaster Rd (Balwyn North),145.08463100,"1","48"
"18567",-37.79437200,50-Dight Ave/Doncaster Rd (Balwyn North),145.08093600,"1","48"
"18568",-37.79394100,49-Buchanan Ave/Doncaster Rd (Balwyn North),145.07772200,"1","48"
"18569",-37.79341200,48-Osburn Ave/Doncaster Rd (Balwyn North),145.07456700,"1","48"
"18570",-37.79272700,47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.07072400,"1","48"
"18571",-37.79300600,46-Wattle Ave/Doncaster Rd (Balwyn North),145.06740100,"1","48"
"18574",-37.79470000,43-Kew High School/High St (Kew East),145.06134900,"1","48"
"18575",-37.79632400,42-Woodlands Ave/High St (Kew East),145.05767200,"1","48"
"18576",-37.79796600,41-Station St/High St (Kew East),145.05392700,"1","48"
"18577",-37.79872100,40-Harp Village/High St (Kew East),145.05219200,"1","48"
"18578",-37.79956400,39-Harp Rd/High St (Kew East),145.05027300,"1","48"
"18579",-37.80131600,38-Victoria Park/High St (Kew East),145.04617200,"1","48"
"18580",-37.80258200,37-Kew Cemetery/High St (Kew),145.04265200,"1","48"
"18581",-37.80353900,36-Gladstone St/High St (Kew),145.04001400,"1","48"
"18582",-37.80501200,35-Charles St/High St (Kew),145.03597700,"1","48"
"18583",-37.80564000,34-Union St/High St (Kew),145.03416600,"1","48"
"18584",-37.80667400,33-Kew Shopping Centre/High St (Kew),145.03131100,"1","48"
"18343",-37.81325300,26-Barkers Rd/Church St (Hawthorn),145.02325200,"1","48"
"18347",-37.80561700,34-Pakington St/High St (Kew),145.03383700,"1","48"
"18348",-37.80498700,35-Cobden St/High St (Kew),145.03554600,"1","48"
"18349",-37.80348900,36-Parkhill Rd/High St (Kew),145.03975500,"1","48"
"18350",-37.80247300,37-Kew Cemetery/High St (Kew),145.04256400,"1","48"
"18351",-37.80125900,38-Victoria Park/High St (Kew),145.04598100,"1","48"
"18352",-37.79941300,39-Harp Rd/High St (Kew),145.05043600,"1","48"
"18353",-37.79862800,40-Harp Village/High St (Kew East),145.05202400,"1","48"
"18354",-37.79743900,41-Clyde St/High St (Kew East),145.05475800,"1","48"
"18355",-37.79639700,42-Irymple Ave/High St (Kew East),145.05715900,"1","48"
"18356",-37.79465000,43-Kew High School/High St (Kew East),145.06108900,"1","48"
"18357",-37.79353000,44-Burke Rd/High St (Kew),145.06366200,"1","48"
"18358",-37.79316800,45-Burke Rd/Doncaster Rd (Balwyn North),145.06521600,"1","48"
"18359",-37.79283500,46-Wattle Ave/Doncaster Rd (Balwyn North),145.06745000,"1","48"
"18360",-37.79271200,47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.07144000,"1","48"
"18361",-37.79321700,48-Sunburst Ave/Doncaster Rd (Balwyn North),145.07426600,"1","48"
"18362",-37.79375600,49-Cityview Rd/Doncaster Rd (Balwyn North),145.07746600,"1","48"
"18363",-37.79425900,50-Hill Rd/Doncaster Rd (Balwyn North),145.08118900,"1","48"
"19742",-37.81296400,29-Barkers Rd/High St (Kew),145.02377100,"1","48,109"
"19744",-37.81008100,31-Stevenson St/High St (Kew),145.02650600,"1","48,109"
"19745",-37.80743100,32-Kew Junction/High St (Kew),145.02914400,"1","48,109"
"19746",-37.80698900,34-High St/Cotham Rd (Kew),145.03130200,"1","109"
"19747",-37.80747500,35-Charles St/Cotham Rd (Kew),145.03554900,"1","109"
"19748",-37.80779900,36-Glenferrie Rd/Cotham Rd (Kew),145.03825500,"1","109"
"19749",-37.80831600,37-Belmont Ave/Cotham Rd (Kew),145.04277300,"1","109"
"19750",-37.80870600,38-Marshall Ave/Cotham Rd (Kew),145.04617100,"1","109"
"19751",-37.80911600,39-Thomas St/Cotham Rd (Kew),145.04974900,"1","109"
"19752",-37.80952300,40-St George's Hospital/Cotham Rd (Kew),145.05305500,"1","109"
"19753",-37.81009800,41-Kew Traffic School/Cotham Rd (Kew),145.05787900,"1","109"
"19778",-37.81044400,42-Burke Rd/Whitehorse Rd (Balwyn),145.06085700,"1","109"
"20584",-37.81481200,77-Barkers Rd/Glenferrie Rd (Hawthorn),145.03671700,"1","16"
"20590",-37.81211600,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.03720900,"1","16"
"20591",-37.81202100,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.03746200,"1","16"
"20592",-37.81008700,79-Wellington St/Glenferrie Rd (Hawthorn),145.03763800,"1","16"
"20593",-37.80990100,79-Wellington St/Glenferrie Rd (Hawthorn),145.03782400,"1","16"
"20594",-37.80792300,80-Cotham Rd/Glenferrie Rd (Kew),145.03811500,"1","16"
"20595",-37.80789600,80-Cotham Rd/Glenferrie Rd (Kew),145.03812700,"1","16"
"20895",-37.79346800,44-Burke Rd/Doncaster Rd (Balwyn North),145.06426500,"1","48"
"19391",-37.81302600,29-High St/Barkers Rd (Kew),145.02317900,"1","109"
"19393",-37.81022800,31-Stevenson St/High St (Kew),145.02616100,"1","48,109"
"19394",-37.80759200,32-Kew Junction/High St (Kew),145.02858300,"1","48,109"
"19395",-37.80681400,33-Kew Shopping Centre/High St (Kew),145.03051200,"1","48,109"
"19396",-37.80688700,34-QPO/Cotham Rd (Kew),145.03165700,"1","109"
"19397",-37.80730800,35-Charles St/Cotham Rd (Kew),145.03530300,"1","109"
"19398",-37.80762200,36-Glenferrie Rd/Cotham Rd (Kew),145.03790700,"1","109"
"19399",-37.80811900,37-Belmont Ave/Cotham Rd (Kew),145.04231300,"1","109"
"19400",-37.80852900,38-Marshall Ave/Cotham Rd (Kew),145.04583500,"1","109"
"19401",-37.80893700,39-Florence Ave/Cotham Rd (Kew),145.04927700,"1","109"
"19402",-37.80937600,40-St George's Hospital/Cotham Rd (Kew),145.05291100,"1","109"
"19403",-37.80993200,41-Kew Traffic School/Cotham Rd (Kew),145.05766800,"1","109"
"19404",-37.81027600,42-Burke Rd/Cotham Rd (Kew),145.06049800,"1","109"
"19405",-37.81078700,43-Deepdene Shopping Centre/Whitehorse Rd (Balwyn),145.06472200,"1","109"
"19406",-37.81123700,44-Deepdene Park/Whitehorse Rd (Balwyn),145.06852700,"1","109"
"19407",-37.81159100,45-Hardwicke St/Whitehorse Rd (Balwyn),145.07138000,"1","109"
"19409",-37.81276900,47-Balwyn Rd/Whitehorse Rd (Balwyn),145.08118700,"1,2","109"
"19410",-37.81306100,48-Balwyn Shopping Centre/Whitehorse Rd (Balwyn),145.08362200,"1,2","109"
